Code,dnds,Gene,Species,Mutualist,Pair,Transition
Calliandra_eriophylla,0.11775,OG0020058,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.11775,OG0020058,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.11775,OG0020058,Dalea_mollis,F,b,loss
Dalea_mollissima,0.11775,OG0020058,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.288307,OG0020058,Peltophorum_africanum,M,f,gain
Mimosa_grahamii,0.183377,OG0020060,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.183377,OG0020060,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.183377,OG0020060,Calliandra_humilis,F,c,loss
Senna_occidentalis,0.216635,OG0020060,Senna_occidentalis,F,d,gain
Senna_barclayana,0.183377,OG0020060,Senna_barclayana,M,d,gain
Senna_italica,0.216635,OG0020060,Senna_italica,M,e,gain
Senna_didymobotrya,0.216635,OG0020060,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.216635,OG0020060,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.216635,OG0020060,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.183377,OG0020060,Dalea_mollis,F,b,loss
Dalea_mollissima,0.183377,OG0020060,Dalea_mollissima,M,b,loss
Mimosa_aculeaticarpa,0.183377,OG0020060,Mimosa_aculeaticarpa,M,a,loss
Dalea_mollis1,0.0957284,OG0020061,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.0957284,OG0020061,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0957284,OG0020061,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0957284,OG0020061,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0957284,OG0020061,Mimosa_grahamii,F,a,loss
Senna_barclayana,0.0957284,OG0020061,Senna_barclayana,M,d,gain
Senna_occidentalis,0.321131,OG0020061,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.321131,OG0020061,Senna_didymobotrya,F,e,gain
Senna_italica,0.321131,OG0020061,Senna_italica,M,e,gain
Peltophorum_africanum,0.321131,OG0020061,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.321131,OG0020061,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.0957284,OG0020061,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.252313,OG0020062,Peltophorum_africanum,M,f,gain
Calliandra_humilis,0.124743,OG0020062,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.124743,OG0020062,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.124743,OG0020062,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.124743,OG0020062,Mimosa_grahamii,F,a,loss
Senna_didymobotrya,0.252313,OG0020062,Senna_didymobotrya,F,e,gain
Senna_italica,0.252313,OG0020062,Senna_italica,M,e,gain
Senna_barclayana,0.124743,OG0020062,Senna_barclayana,M,d,gain
Senna_occidentalis,0.252313,OG0020062,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.124743,OG0020062,Dalea_mollis,F,b,loss
Dalea_mollissima,0.124743,OG0020062,Dalea_mollissima,M,b,loss
Peltophorum_dubium,0.252313,OG0020062,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.219104,OG0020063,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.219104,OG0020063,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.219104,OG0020063,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.165858,OG0020063,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.165858,OG0020063,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.219104,OG0020063,Dalea_mollis,F,b,loss
Dalea_mollissima,0.219104,OG0020063,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.165858,OG0020063,Senna_didymobotrya,F,e,gain
Senna_italica,0.165858,OG0020063,Senna_italica,M,e,gain
Senna_barclayana,0.219104,OG0020063,Senna_barclayana,M,d,gain
Senna_occidentalis,0.165858,OG0020063,Senna_occidentalis,F,d,gain
Calliandra_humilis,0.219104,OG0020063,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.264692,OG0020066,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.264692,OG0020066,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.264692,OG0020066,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.264692,OG0020066,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.264692,OG0020066,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.402345,OG0020066,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.402345,OG0020066,Peltophorum_dubium,F,f,gain
Senna_didymobotrya,0.402345,OG0020066,Senna_didymobotrya,F,e,gain
Senna_italica,0.402345,OG0020066,Senna_italica,M,e,gain
Senna_barclayana,0.264692,OG0020066,Senna_barclayana,M,d,gain
Senna_occidentalis,0.402345,OG0020066,Senna_occidentalis,F,d,gain
Dalea_mollissima,0.264692,OG0020066,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.196884,OG0020067,Dalea_mollis,F,b,loss
Senna_italica,0.243334,OG0020067,Senna_italica,M,e,gain
Senna_didymobotrya,0.243334,OG0020067,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.196884,OG0020067,Senna_barclayana,M,d,gain
Senna_occidentalis,0.243334,OG0020067,Senna_occidentalis,F,d,gain
Calliandra_eriophylla,0.196884,OG0020067,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.196884,OG0020067,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.196884,OG0020067,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.196884,OG0020067,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.243334,OG0020067,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.243334,OG0020067,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.196884,OG0020067,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.185512,OG0020070,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.185512,OG0020070,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.185512,OG0020070,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.219768,OG0020070,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.219768,OG0020070,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.185512,OG0020070,Senna_barclayana,M,d,gain
Senna_occidentalis,0.219768,OG0020070,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.219768,OG0020070,Senna_didymobotrya,F,e,gain
Senna_italica,0.219768,OG0020070,Senna_italica,M,e,gain
Dalea_mollis1,0.185512,OG0020070,Dalea_mollis,F,b,loss
Dalea_mollissima,0.185512,OG0020070,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.185512,OG0020070,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.0804332,OG0020072,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.235152,OG0020072,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.235152,OG0020072,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.0804332,OG0020072,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0804332,OG0020072,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0804332,OG0020072,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0804332,OG0020072,Mimosa_grahamii,F,a,loss
Senna_barclayana,0.0804332,OG0020072,Senna_barclayana,M,d,gain
Senna_occidentalis,0.235152,OG0020072,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.235152,OG0020072,Senna_didymobotrya,F,e,gain
Senna_italica,0.235152,OG0020072,Senna_italica,M,e,gain
Dalea_mollissima,0.0804332,OG0020072,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.175353,OG0020076,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.241381,OG0020076,Senna_didymobotrya,F,e,gain
Senna_italica,0.241381,OG0020076,Senna_italica,M,e,gain
Senna_barclayana,0.175353,OG0020076,Senna_barclayana,M,d,gain
Senna_occidentalis,0.241381,OG0020076,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.241381,OG0020076,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.241381,OG0020076,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.175353,OG0020076,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.175353,OG0020076,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.175353,OG0020076,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.175353,OG0020076,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.175353,OG0020076,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.192842,OG0020083,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.192842,OG0020083,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.192842,OG0020083,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.192842,OG0020083,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.192842,OG0020083,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.24204,OG0020083,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.24204,OG0020083,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.24204,OG0020083,Senna_occidentalis,F,d,gain
Senna_barclayana,0.192842,OG0020083,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.24204,OG0020083,Senna_didymobotrya,F,e,gain
Senna_italica,0.24204,OG0020083,Senna_italica,M,e,gain
Dalea_mollissima,0.192842,OG0020083,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.312174,OG0020087,Dalea_mollis,F,b,loss
Senna_italica,0.260968,OG0020087,Senna_italica,M,e,gain
Senna_didymobotrya,0.260968,OG0020087,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.260968,OG0020087,Senna_occidentalis,F,d,gain
Senna_barclayana,0.312174,OG0020087,Senna_barclayana,M,d,gain
Peltophorum_africanum,0.260968,OG0020087,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.260968,OG0020087,Peltophorum_dubium,F,f,gain
Mimosa_grahamii,0.312174,OG0020087,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.312174,OG0020087,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.312174,OG0020087,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.312174,OG0020087,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.312174,OG0020087,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.168968,OG0020089,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.168968,OG0020089,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.168968,OG0020089,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.767239,OG0020089,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.767239,OG0020089,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.168968,OG0020089,Dalea_mollis,F,b,loss
Dalea_mollissima,0.168968,OG0020089,Dalea_mollissima,M,b,loss
Senna_barclayana,0.168968,OG0020089,Senna_barclayana,M,d,gain
Senna_occidentalis,0.767239,OG0020089,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.767239,OG0020089,Senna_didymobotrya,F,e,gain
Senna_italica,0.767239,OG0020089,Senna_italica,M,e,gain
Calliandra_humilis,0.168968,OG0020089,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.213198,OG0020093,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.0918019,OG0020093,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.0918019,OG0020093,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.0918019,OG0020093,Senna_occidentalis,F,d,gain
Senna_barclayana,0.213198,OG0020093,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.0918019,OG0020093,Senna_didymobotrya,F,e,gain
Senna_italica,0.0918019,OG0020093,Senna_italica,M,e,gain
Calliandra_eriophylla,0.213198,OG0020093,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.213198,OG0020093,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.213198,OG0020093,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.213198,OG0020093,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.213198,OG0020093,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.236853,OG0020097,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.451449,OG0020097,Senna_didymobotrya,F,e,gain
Senna_italica,0.451449,OG0020097,Senna_italica,M,e,gain
Senna_barclayana,0.236853,OG0020097,Senna_barclayana,M,d,gain
Senna_occidentalis,0.451449,OG0020097,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.451449,OG0020097,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.451449,OG0020097,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.236853,OG0020097,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.236853,OG0020097,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.236853,OG0020097,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.236853,OG0020097,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.236853,OG0020097,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.179422,OG0020098,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.389637,OG0020098,Senna_didymobotrya,F,e,gain
Senna_italica,0.389637,OG0020098,Senna_italica,M,e,gain
Senna_barclayana,0.179422,OG0020098,Senna_barclayana,M,d,gain
Senna_occidentalis,0.389637,OG0020098,Senna_occidentalis,F,d,gain
Mimosa_aculeaticarpa,0.179422,OG0020098,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.179422,OG0020098,Mimosa_grahamii,F,a,loss
Calliandra_eriophylla,0.179422,OG0020098,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.179422,OG0020098,Calliandra_humilis,F,c,loss
Peltophorum_africanum,0.389637,OG0020098,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.389637,OG0020098,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.179422,OG0020098,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.0520003,OG0020099,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.0520003,OG0020099,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0520003,OG0020099,Mimosa_grahamii,F,a,loss
Senna_didymobotrya,0.226593,OG0020099,Senna_didymobotrya,F,e,gain
Senna_italica,0.226593,OG0020099,Senna_italica,M,e,gain
Senna_barclayana,0.0520003,OG0020099,Senna_barclayana,M,d,gain
Senna_occidentalis,0.226593,OG0020099,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.226593,OG0020099,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.226593,OG0020099,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.0520003,OG0020099,Dalea_mollis,F,b,loss
Dalea_mollissima,0.0520003,OG0020099,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.0520003,OG0020099,Calliandra_humilis,F,c,loss
Dalea_mollissima,0.0632229,OG0020101,Dalea_mollissima,M,b,loss
Peltophorum_africanum,0.246446,OG0020101,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.246446,OG0020101,Peltophorum_dubium,F,f,gain
Senna_occidentalis,0.246446,OG0020101,Senna_occidentalis,F,d,gain
Senna_barclayana,0.0632229,OG0020101,Senna_barclayana,M,d,gain
Senna_italica,0.246446,OG0020101,Senna_italica,M,e,gain
Senna_didymobotrya,0.246446,OG0020101,Senna_didymobotrya,F,e,gain
Calliandra_eriophylla,0.0632229,OG0020101,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0632229,OG0020101,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.0632229,OG0020101,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.0632229,OG0020101,Mimosa_grahamii,F,a,loss
Dalea_mollis1,0.0632229,OG0020101,Dalea_mollis,F,b,loss
Peltophorum_africanum,0.248814,OG0020102,Peltophorum_africanum,M,f,gain
Calliandra_eriophylla,0.174057,OG0020102,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.174057,OG0020102,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.174057,OG0020102,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.174057,OG0020102,Mimosa_aculeaticarpa,M,a,loss
Senna_occidentalis,0.248814,OG0020102,Senna_occidentalis,F,d,gain
Senna_barclayana,0.174057,OG0020102,Senna_barclayana,M,d,gain
Senna_didymobotrya,0.248814,OG0020102,Senna_didymobotrya,F,e,gain
Senna_italica,0.248814,OG0020102,Senna_italica,M,e,gain
Dalea_mollis1,0.174057,OG0020102,Dalea_mollis,F,b,loss
Dalea_mollissima,0.174057,OG0020102,Dalea_mollissima,M,b,loss
Peltophorum_dubium,0.248814,OG0020102,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.138163,OG0020111,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.138163,OG0020111,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.138163,OG0020111,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.232481,OG0020111,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.232481,OG0020111,Peltophorum_dubium,F,f,gain
Senna_italica,0.232481,OG0020111,Senna_italica,M,e,gain
Senna_didymobotrya,0.232481,OG0020111,Senna_didymobotrya,F,e,gain
Senna_barclayana,0.138163,OG0020111,Senna_barclayana,M,d,gain
Senna_occidentalis,0.232481,OG0020111,Senna_occidentalis,F,d,gain
Dalea_mollis1,0.138163,OG0020111,Dalea_mollis,F,b,loss
Dalea_mollissima,0.138163,OG0020111,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.138163,OG0020111,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.104467,OG0020112,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.184775,OG0020112,Senna_didymobotrya,F,e,gain
Senna_italica,0.184775,OG0020112,Senna_italica,M,e,gain
Senna_barclayana,0.104467,OG0020112,Senna_barclayana,M,d,gain
Senna_occidentalis,0.184775,OG0020112,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.184775,OG0020112,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.184775,OG0020112,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.104467,OG0020112,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.104467,OG0020112,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.104467,OG0020112,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.104467,OG0020112,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.104467,OG0020112,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.335257,OG0020114,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.335257,OG0020114,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.335257,OG0020114,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.256739,OG0020114,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.256739,OG0020114,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.335257,OG0020114,Dalea_mollis,F,b,loss
Dalea_mollissima,0.335257,OG0020114,Dalea_mollissima,M,b,loss
Senna_barclayana,0.335257,OG0020114,Senna_barclayana,M,d,gain
Senna_occidentalis,0.256739,OG0020114,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.256739,OG0020114,Senna_didymobotrya,F,e,gain
Senna_italica,0.256739,OG0020114,Senna_italica,M,e,gain
Calliandra_humilis,0.335257,OG0020114,Calliandra_humilis,F,c,loss
Senna_italica,0.121283,OG0020116,Senna_italica,M,e,gain
Senna_barclayana,0.290964,OG0020116,Senna_barclayana,M,d,gain
Senna_occidentalis,0.121283,OG0020116,Senna_occidentalis,F,d,gain
Calliandra_humilis,0.290964,OG0020116,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.290964,OG0020116,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.290964,OG0020116,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.290964,OG0020116,Mimosa_grahamii,F,a,loss
Peltophorum_dubium,0.121283,OG0020116,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.121283,OG0020116,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.290964,OG0020116,Dalea_mollis,F,b,loss
Dalea_mollissima,0.290964,OG0020116,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.121283,OG0020116,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.083293,OG0020117,Peltophorum_africanum,M,f,gain
Senna_barclayana,0.113355,OG0020117,Senna_barclayana,M,d,gain
Senna_occidentalis,0.083293,OG0020117,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.083293,OG0020117,Senna_didymobotrya,F,e,gain
Senna_italica,0.083293,OG0020117,Senna_italica,M,e,gain
Mimosa_grahamii,0.113355,OG0020117,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.113355,OG0020117,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.113355,OG0020117,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.113355,OG0020117,Calliandra_humilis,F,c,loss
Dalea_mollis1,0.113355,OG0020117,Dalea_mollis,F,b,loss
Dalea_mollissima,0.113355,OG0020117,Dalea_mollissima,M,b,loss
Peltophorum_dubium,0.083293,OG0020117,Peltophorum_dubium,F,f,gain
Dalea_mollis1,0.147992,OG0020118,Dalea_mollis,F,b,loss
Senna_didymobotrya,0.845716,OG0020118,Senna_didymobotrya,F,e,gain
Senna_italica,0.845716,OG0020118,Senna_italica,M,e,gain
Senna_barclayana,0.147992,OG0020118,Senna_barclayana,M,d,gain
Senna_occidentalis,0.845716,OG0020118,Senna_occidentalis,F,d,gain
Peltophorum_africanum,0.845716,OG0020118,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.845716,OG0020118,Peltophorum_dubium,F,f,gain
Calliandra_humilis,0.147992,OG0020118,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.147992,OG0020118,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.147992,OG0020118,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.147992,OG0020118,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.147992,OG0020118,Dalea_mollissima,M,b,loss
Dalea_mollis1,0.0734179,OG0020120,Dalea_mollis,F,b,loss
Calliandra_eriophylla,0.0734179,OG0020120,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.0734179,OG0020120,Calliandra_humilis,F,c,loss
Mimosa_grahamii,0.0734179,OG0020120,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.0734179,OG0020120,Mimosa_aculeaticarpa,M,a,loss
Senna_occidentalis,0.114113,OG0020120,Senna_occidentalis,F,d,gain
Senna_barclayana,0.0734179,OG0020120,Senna_barclayana,M,d,gain
Senna_italica,0.114113,OG0020120,Senna_italica,M,e,gain
Senna_didymobotrya,0.114113,OG0020120,Senna_didymobotrya,F,e,gain
Peltophorum_africanum,0.114113,OG0020120,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.114113,OG0020120,Peltophorum_dubium,F,f,gain
Dalea_mollissima,0.0734179,OG0020120,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.375173,OG0020122,Senna_didymobotrya,F,e,gain
Senna_occidentalis,0.375173,OG0020122,Senna_occidentalis,F,d,gain
Senna_barclayana,0.306725,OG0020122,Senna_barclayana,M,d,gain
Mimosa_grahamii,0.306725,OG0020122,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.306725,OG0020122,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.306725,OG0020122,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.306725,OG0020122,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.375173,OG0020122,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.375173,OG0020122,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.306725,OG0020122,Dalea_mollis,F,b,loss
Dalea_mollissima,0.306725,OG0020122,Dalea_mollissima,M,b,loss
Senna_italica,0.375173,OG0020122,Senna_italica,M,e,gain
Dalea_mollis1,0.143538,OG0020123,Dalea_mollis,F,b,loss
Senna_barclayana,0.143538,OG0020123,Senna_barclayana,M,d,gain
Senna_occidentalis,0.216014,OG0020123,Senna_occidentalis,F,d,gain
Senna_didymobotrya,0.216014,OG0020123,Senna_didymobotrya,F,e,gain
Senna_italica,0.216014,OG0020123,Senna_italica,M,e,gain
Peltophorum_africanum,0.216014,OG0020123,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.216014,OG0020123,Peltophorum_dubium,F,f,gain
Calliandra_eriophylla,0.143538,OG0020123,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.143538,OG0020123,Calliandra_humilis,F,c,loss
Mimosa_aculeaticarpa,0.143538,OG0020123,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.143538,OG0020123,Mimosa_grahamii,F,a,loss
Dalea_mollissima,0.143538,OG0020123,Dalea_mollissima,M,b,loss
Calliandra_eriophylla,0.148969,OG0020127,Calliandra_eriophylla,M,c,loss
Mimosa_aculeaticarpa,0.148969,OG0020127,Mimosa_aculeaticarpa,M,a,loss
Mimosa_grahamii,0.148969,OG0020127,Mimosa_grahamii,F,a,loss
Peltophorum_africanum,0.173192,OG0020127,Peltophorum_africanum,M,f,gain
Peltophorum_dubium,0.173192,OG0020127,Peltophorum_dubium,F,f,gain
Senna_barclayana,0.148969,OG0020127,Senna_barclayana,M,d,gain
Senna_occidentalis,0.173192,OG0020127,Senna_occidentalis,F,d,gain
Senna_italica,0.173192,OG0020127,Senna_italica,M,e,gain
Senna_didymobotrya,0.173192,OG0020127,Senna_didymobotrya,F,e,gain
Dalea_mollis1,0.148969,OG0020127,Dalea_mollis,F,b,loss
Dalea_mollissima,0.148969,OG0020127,Dalea_mollissima,M,b,loss
Calliandra_humilis,0.148969,OG0020127,Calliandra_humilis,F,c,loss
Senna_italica,0.26898,OG0020128,Senna_italica,M,e,gain
Senna_barclayana,0.26945,OG0020128,Senna_barclayana,M,d,gain
Senna_occidentalis,0.26898,OG0020128,Senna_occidentalis,F,d,gain
Mimosa_grahamii,0.26945,OG0020128,Mimosa_grahamii,F,a,loss
Mimosa_aculeaticarpa,0.26945,OG0020128,Mimosa_aculeaticarpa,M,a,loss
Calliandra_eriophylla,0.26945,OG0020128,Calliandra_eriophylla,M,c,loss
Calliandra_humilis,0.26945,OG0020128,Calliandra_humilis,F,c,loss
Peltophorum_dubium,0.26898,OG0020128,Peltophorum_dubium,F,f,gain
Peltophorum_africanum,0.26898,OG0020128,Peltophorum_africanum,M,f,gain
Dalea_mollis1,0.26945,OG0020128,Dalea_mollis,F,b,loss
Dalea_mollissima,0.26945,OG0020128,Dalea_mollissima,M,b,loss
Senna_didymobotrya,0.26898,OG0020128,Senna_didymobotrya,F,e,gain
Peltophorum_dubium,0.207599,OG0020133,Peltophorum_dubium,F,f,gain
Calliandra_humilis,0.107156,OG0020133,Calliandra_humilis,F,c,loss
Calliandra_eriophylla,0.107156,OG0020133,Calliandra_eriophylla,M,c,loss
