Code,dnds,Gene,Species,Mutualist,Pair,Transition
Peltophorum_africanum_NODE_43537_length_1188_cov_5.539910_g21523_i0.p1,0.198929,OG0020501,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_43665_length_1182_cov_432.602344_g16330_i2.p1,1e-4,OG0019826,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_43819_length_1175_cov_53.527223_g21673_i0.p1,0.796475,OG0019780,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_44540_length_1146_cov_16.163094_g22029_i0.p1,0.109263,OG0020351,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_44576_length_1144_cov_243.152194_g22049_i0.p1,999,OG0020324,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_44589_length_1143_cov_424.343925_g20062_i1.p1,0.084763,OG0020441,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_44777_length_1136_cov_168.511759_g14267_i1.p1,0.101576,OG0020558,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_44824_length_1135_cov_12.306968_g22170_i0.p1,243.925,OG0020643,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_45131_length_1123_cov_48.316190_g22327_i0.p1,1.01592,OG0020502,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_45650_length_1103_cov_152.681553_g22616_i0.p1,0.399646,OG0020585,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_46006_length_1089_cov_47.151575_g22792_i0.p1,999,OG0020515,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_46476_length_1068_cov_143.272362_g23044_i0.p1,1e-4,OG0020574,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_46620_length_1062_cov_49.064712_g7523_i1.p1,0.327336,OG0020532,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_4672_length_3942_cov_64.181184_g2839_i0.p1,0.28138,OG0020638,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_46846_length_1053_cov_19.937755_g23242_i0.p1,0.185394,OG0020499,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_46928_length_1049_cov_90.660861_g23287_i0.p1,999,OG0020597,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_47600_length_1023_cov_6.149474_g23643_i0.p1,999,OG0020491,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_47638_length_1021_cov_43.502110_g23661_i0.p1,999,OG0020524,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_48109_length_1003_cov_29.707527_g23928_i0.p1,1e-4,OG0020507,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_48356_length_993_cov_438.453261_g17988_i1.p1,999,OG0020535,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_48471_length_989_cov_65.478166_g10252_i1.p1,999,OG0020197,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_48596_length_984_cov_282.804610_g6279_i1.p1,0.0824404,OG0020582,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_48959_length_970_cov_569.680045_g11769_i2.p1,0.714909,OG0020533,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_4908_length_3884_cov_91.291262_g2528_i1.p1,0.103211,OG0019898,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_49224_length_959_cov_55.759594_g24571_i0.p1,1e-4,OG0020440,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_49347_length_953_cov_1368.472727_g1843_i1.p1,0.211177,OG0020622,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_49352_length_953_cov_226.732955_g5830_i1.p1,0.137352,OG0020486,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_49453_length_950_cov_10.298746_g24703_i0.p1,0.575959,OG0020361,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_49900_length_933_cov_54.553488_g24976_i0.p1,646.994,OG0020568,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_50224_length_920_cov_833.593861_g15491_i1.p1,0.173955,OG0020635,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_50687_length_903_cov_28.318072_g25488_i0.p1,1.3247,OG0020649,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_50901_length_895_cov_45.552311_g25621_i0.p1,1e-4,OG0020627,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_51001_length_891_cov_20.740831_g25693_i0.p1,0.332066,OG0020626,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_51120_length_886_cov_222.479705_g25774_i0.p1,0.172945,OG0020642,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_51496_length_871_cov_36.407268_g26008_i0.p1,1.40573,OG0020662,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5163_length_3831_cov_100.351783_g3128_i0.p1,0.0569323,OG0020406,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_52337_length_836_cov_376.053735_g26609_i0.p1,0.55164,OG0020670,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_52755_length_820_cov_27.448461_g26915_i0.p1,999,OG0020652,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_52787_length_819_cov_15.467828_g26941_i0.p1,0.155615,OG0020625,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_54352_length_759_cov_130.243440_g28137_i0.p1,0.276396,OG0020693,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_54798_length_741_cov_17.935629_g28501_i0.p1,0.175203,OG0020677,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_55103_length_730_cov_36.528158_g28750_i0.p1,0.735303,OG0020681,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5534_length_3749_cov_69.440696_g3342_i0.p1,0.157106,OG0020462,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5627_length_3731_cov_55.787862_g3395_i0.p1,0.387665,OG0020600,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5650_length_3727_cov_269.520252_g3411_i0.p1,0.404925,OG0020700,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5778_length_3704_cov_363.216469_g3485_i0.p1,0.245563,OG0020253,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5795_length_3701_cov_165.500000_g1184_i3.p1,0.21493,OG0020624,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5820_length_3695_cov_27.134732_g3502_i0.p1,0.892854,OG0020218,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_5967_length_3671_cov_7.045581_g3591_i0.p1,999,OG0020100,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_6199_length_3633_cov_80.300000_g3724_i0.p1,0.280628,OG0020663,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_6240_length_3626_cov_149.801576_g1466_i1.p2,0.122052,OG0020105,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_6910_length_3515_cov_51.624056_g4110_i0.p1,999,OG0020019,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_7032_length_3497_cov_59.701519_g4174_i0.p1,0.947768,OG0019919,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_7437_length_3435_cov_166.640988_g1977_i1.p1,0.0950104,OG0020583,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_7794_length_3379_cov_36.729885_g4590_i0.p1,1e-4,OG0020601,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_7804_length_3377_cov_109.791768_g718_i1.p1,0.385202,OG0020656,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_7847_length_3369_cov_650.697209_g1350_i2.p1,0.0866868,OG0019902,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_7880_length_3366_cov_10.313999_g4643_i0.p1,1e-4,OG0019756,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_8093_length_3333_cov_568.346933_g2075_i2.p1,0.226751,OG0020661,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_8291_length_3307_cov_68.039889_g4748_i1.p1,0.799382,OG0020688,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_8368_length_3297_cov_81.450993_g4917_i0.p1,0.0987003,OG0019818,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_8507_length_3278_cov_96.379407_g4867_i1.p1,0.202654,OG0020687,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_8602_length_3265_cov_161.200188_g5048_i0.p1,0.0585008,OG0020610,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_8680_length_3255_cov_28.349151_g5092_i0.p1,0.331592,OG0020732,Peltophorum_africanum,M,f,gain
Peltophorum_africanum_NODE_9092_length_3202_cov_65.209971_g5320_i0.p1,0.225837,OG0020744,Peltophorum_africanum,M,f,gain
Peltophorum_dubium_NODE_10084_length_3035_cov_25.739365_g5952_i0.p1,1.7648,OG0019919,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_10488_length_2991_cov_187.025703_g1069_i1.p1,0.0584473,OG0019909,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_10654_length_2975_cov_62.895589_g6239_i0.p1,0.098673,OG0020747,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_10878_length_2952_cov_488.825634_g2498_i3.p1,0.558313,OG0020743,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_11313_length_2908_cov_61.636684_g2387_i2.p3,0.233785,OG0020197,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_11539_length_2887_cov_107.485075_g4335_i1.p1,0.231466,OG0020749,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_11874_length_2858_cov_131.442011_g6880_i0.p1,0.457433,OG0019855,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12036_length_2842_cov_1808.902492_g6317_i1.p1,0.0349622,OG0020093,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12092_length_2837_cov_339.332127_g7001_i0.p1,1.37212,OG0019849,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12122_length_2836_cov_9.505610_g7013_i0.p1,0.530985,OG0019805,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12310_length_2818_cov_100.739891_g6187_i1.p1,0.207119,OG0019904,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12333_length_2815_cov_134.556893_g3686_i1.p1,0.141436,OG0019782,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12364_length_2812_cov_78.878423_g7153_i0.p1,0.0765468,OG0019906,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12549_length_2795_cov_24.675606_g7258_i0.p1,0.520309,OG0019764,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12704_length_2781_cov_63.255908_g7331_i0.p1,0.545562,OG0019856,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12737_length_2777_cov_379.447855_g342_i1.p1,0.04128,OG0019871,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_12812_length_2770_cov_296.768632_g7379_i0.p1,0.0950047,OG0019851,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_13440_length_2716_cov_68.004540_g7723_i0.p1,0.170825,OG0019888,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_13521_length_2709_cov_73.643020_g6626_i1.p1,0.082024,OG0019878,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_13643_length_2699_cov_63.481340_g7820_i0.p1,0.311537,OG0020135,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_13702_length_2694_cov_95.223960_g7850_i0.p1,0.245664,OG0019966,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_13962_length_2673_cov_27.656538_g7985_i0.p1,2.10256,OG0019887,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14029_length_2667_cov_35.150347_g8030_i0.p1,0.466112,OG0019876,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14086_length_2663_cov_105.764093_g8062_i0.p1,0.698089,OG0019857,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14148_length_2658_cov_206.555899_g4560_i2.p1,0.243346,OG0019913,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14333_length_2642_cov_1071.024134_g4389_i2.p1,0.116424,OG0019937,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14424_length_2635_cov_75.078064_g3589_i1.p1,0.323902,OG0019924,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14593_length_2621_cov_64.691130_g8305_i0.p1,0.137396,OG0020062,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14728_length_2610_cov_61.524241_g8377_i0.p1,0.206488,OG0019859,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14831_length_2601_cov_230.210443_g7986_i1.p1,0.626327,OG0020056,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14916_length_2596_cov_197.502576_g6746_i1.p1,0.247626,OG0020322,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_14980_length_2591_cov_97.923352_g6886_i1.p1,0.218754,OG0019850,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_15656_length_2538_cov_104.363083_g1119_i2.p1,0.12318,OG0020656,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_15672_length_2536_cov_245.576939_g7047_i1.p1,0.144736,OG0019978,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_15705_length_2535_cov_14.162470_g8882_i0.p1,0.297446,OG0019917,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_15778_length_2527_cov_293.968215_g2829_i1.p1,0.191972,OG0019934,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_15955_length_2514_cov_48.710365_g9001_i0.p1,0.31917,OG0020360,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_1601_length_5165_cov_29.664375_g968_i0.p1,0.0993852,OG0020732,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16031_length_2509_cov_14.861658_g9043_i0.p1,0.669424,OG0019962,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16097_length_2504_cov_808.687783_g9076_i0.p1,0.0546756,OG0019923,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16195_length_2497_cov_20.028878_g9121_i0.p1,0.266388,OG0019921,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16425_length_2479_cov_64.988778_g9246_i0.p1,0.201403,OG0019897,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16861_length_2448_cov_16.853474_g9479_i0.p1,0.122204,OG0019986,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16928_length_2443_cov_31.007595_g9516_i0.p1,0.253724,OG0019894,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_16935_length_2442_cov_394.371465_g5037_i1.p1,0.163734,OG0019964,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17198_length_2424_cov_118.880051_g6845_i1.p1,0.163795,OG0020052,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17213_length_2423_cov_79.028085_g9658_i0.p1,0.477222,OG0020382,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17441_length_2406_cov_247.815259_g9770_i0.p1,0.241551,OG0019867,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17545_length_2399_cov_97.038693_g9827_i0.p1,0.289087,OG0019992,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17726_length_2389_cov_39.152418_g9912_i0.p1,0.780829,OG0020196,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17808_length_2383_cov_84.255411_g9953_i0.p1,0.248908,OG0019914,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17897_length_2377_cov_22.851128_g9997_i0.p1,0.416,OG0020156,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_17903_length_2376_cov_164.713417_g9317_i1.p1,0.236567,OG0019942,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18379_length_2346_cov_15.351958_g10229_i0.p1,0.219055,OG0020060,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18381_length_2345_cov_1484.106514_g4488_i2.p1,0.0550354,OG0019974,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18400_length_2344_cov_157.391898_g10240_i0.p1,0.117573,OG0020015,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18429_length_2342_cov_97.666373_g10254_i0.p1,0.283209,OG0020190,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18441_length_2341_cov_104.996473_g2762_i1.p1,0.244238,OG0020091,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18837_length_2315_cov_1171.706066_g6996_i1.p1,3.39298,OG0019902,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_18862_length_2314_cov_35.877733_g9375_i1.p1,0.403542,OG0020083,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19057_length_2301_cov_40.193896_g10567_i0.p1,0.154018,OG0020036,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19126_length_2297_cov_68.839478_g10602_i0.p1,0.0545311,OG0020143,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19165_length_2294_cov_239.832058_g10247_i1.p1,0.171974,OG0020170,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19201_length_2291_cov_1477.999549_g3113_i1.p1,0.130755,OG0020058,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19293_length_2285_cov_22.105787_g10682_i0.p1,0.318771,OG0019972,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19427_length_2276_cov_73.334090_g8065_i1.p1,1.22514,OG0020194,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19800_length_2251_cov_9.083563_g10899_i0.p1,0.0849413,OG0020045,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19825_length_2248_cov_167.710805_g8974_i1.p1,0.378314,OG0019810,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19907_length_2244_cov_34.875173_g10960_i0.p2,1e-4,OG0019801,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_19936_length_2242_cov_110.575380_g10977_i0.p1,0.175734,OG0020067,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20237_length_2224_cov_209.376104_g11101_i0.p1,0.59097,OG0020102,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20249_length_2224_cov_10.052069_g11106_i0.p1,1.06323,OG0020007,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20570_length_2206_cov_166.403657_g2886_i1.p1,0.737624,OG0020120,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20643_length_2202_cov_90.131047_g7031_i1.p1,0.301179,OG0020004,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20802_length_2192_cov_102.651723_g11358_i0.p1,0.350357,OG0020140,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20821_length_2191_cov_57.414070_g11367_i0.p1,0.0788453,OG0019984,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_20870_length_2188_cov_82.456265_g10125_i1.p1,0.0804806,OG0020016,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_21121_length_2172_cov_192.120057_g11498_i0.p1,0.347592,OG0020019,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_21289_length_2162_cov_254.121589_g11574_i0.p1,999,OG0020316,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_21550_length_2146_cov_37.499276_g11693_i0.p1,0.862054,OG0020159,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_21741_length_2135_cov_91.194471_g11777_i0.p1,0.159873,OG0020116,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_21863_length_2128_cov_245.000000_g5905_i1.p1,0.298272,OG0020072,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22037_length_2119_cov_30.256598_g11904_i0.p1,1.0283,OG0020098,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22056_length_2118_cov_58.799511_g5764_i1.p1,0.163996,OG0020123,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22198_length_2111_cov_5.719333_g11982_i0.p1,0.673999,OG0020087,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22291_length_2105_cov_78.084646_g9654_i2.p1,0.225984,OG0020449,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22483_length_2094_cov_152.631865_g8121_i1.p1,0.83675600000000006,OG0020162,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22807_length_2076_cov_110.730904_g5707_i1.p1,0.195205,OG0020034,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22808_length_2076_cov_76.343485_g10399_i1.p1,0.399372,OG0020076,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22938_length_2070_cov_88.731597_g2701_i2.p1,0.284577,OG0020114,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_22953_length_2069_cov_85.446393_g12349_i0.p1,0.121743,OG0020037,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23066_length_2062_cov_264.376571_g8495_i1.p1,0.11944,OG0020127,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23109_length_2060_cov_43.412179_g12412_i0.p1,0.586254,OG0020061,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23222_length_2054_cov_6.790005_g12473_i0.p1,0.125208,OG0020031,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23231_length_2053_cov_130.076768_g5223_i1.p1,0.285594,OG0020217,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23543_length_2035_cov_333.403160_g6296_i1.p1,0.458441,OG0020348,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23575_length_2034_cov_37.987761_g12634_i0.p1,0.207406,OG0020243,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23737_length_2025_cov_270.780738_g10481_i1.p1,1.31566,OG0020158,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23760_length_2024_cov_144.625320_g1817_i1.p1,0.340956,OG0020334,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23770_length_2024_cov_33.846233_g12723_i0.p1,0.392859,OG0020273,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_23838_length_2020_cov_35.792501_g12759_i0.p1,0.073953,OG0020145,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24109_length_2004_cov_496.548938_g6591_i3.p1,0.328311,OG0020118,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24123_length_2004_cov_60.163646_g12891_i0.p1,0.263548,OG0020355,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24133_length_2004_cov_7.628690_g12896_i0.p1,1.23322,OG0020218,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24341_length_1993_cov_46.371354_g5362_i1.p1,0.652492,OG0020344,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24422_length_1988_cov_23.381723_g13031_i0.p1,0.279369,OG0020101,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24463_length_1986_cov_81.686357_g13049_i0.p1,0.179834,OG0020185,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24493_length_1985_cov_50.899059_g13062_i0.p1,0.150955,OG0020133,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_24691_length_1974_cov_274.741715_g11806_i1.p1,0.292232,OG0020251,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25038_length_1956_cov_111.963356_g13308_i0.p1,0.19623,OG0020182,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25111_length_1952_cov_128.121873_g12479_i1.p1,0.230278,OG0020261,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25208_length_1947_cov_88.878335_g13388_i0.p1,0.115463,OG0020184,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_2533_length_4631_cov_61.120448_g1542_i0.p1,0.1903,OG0020151,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25431_length_1936_cov_21.755233_g13473_i0.p1,0.278016,OG0020302,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25621_length_1926_cov_53.570426_g13557_i0.p1,0.204716,OG0020176,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25826_length_1916_cov_20.626153_g13648_i0.p1,0.112746,OG0020353,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25898_length_1912_cov_50.164220_g13685_i0.p1,0.114375,OG0020265,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_25926_length_1910_cov_113.119216_g3756_i2.p1,0.589073,OG0020557,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26110_length_1901_cov_61.222648_g13786_i0.p1,0.0425726,OG0020063,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26246_length_1894_cov_110.112576_g13843_i0.p1,1e-4,OG0020167,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26274_length_1892_cov_195.649258_g6206_i1.p1,0.220635,OG0020161,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26305_length_1891_cov_58.869087_g13873_i0.p1,0.36152,OG0020225,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26359_length_1888_cov_121.711846_g13116_i1.p1,0.442993,OG0020128,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26384_length_1887_cov_48.496141_g13908_i0.p1,0.167833,OG0020412,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26622_length_1875_cov_503.845172_g7182_i1.p1,0.0778416,OG0020478,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26676_length_1873_cov_23.225000_g14038_i0.p1,1.42488,OG0020177,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26749_length_1870_cov_31.837507_g5566_i1.p1,0.194605,OG0020139,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26801_length_1867_cov_43.098662_g14096_i0.p1,0.511875,OG0020318,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26846_length_1864_cov_64.313791_g13009_i1.p1,0.041734,OG0020222,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_2687_length_4560_cov_190.073323_g1259_i2.p1,0.201711,OG0019971,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_26947_length_1859_cov_4.820829_g14168_i0.p1,0.865751,OG0020581,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_27088_length_1851_cov_13.486502_g14232_i0.p1,0.561033,OG0020242,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_27096_length_1850_cov_147.450760_g10982_i1.p1,0.13802,OG0020164,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_27112_length_1849_cov_100.783221_g14241_i0.p1,0.357785,OG0020286,Peltophorum_dubium,F,f,gain
Peltophorum_dubium_NODE_27162_length_1847_cov_10.937993_g14260_i0.p1,0.713396,OG0020066,Peltophorum_dubium,F,f,gain
